title,entity
药用植物猕猴桃轮斑病,my_entity
桑树桑虎天牛,my_entity
棉花棉苗红腐病,my_entity
烟草甲,my_entity
麻田金龟子(蛴螬),my_entity
油菜缺素症,my_entity
黄胸鼠,my_entity
药用植物害虫红棕灰夜蛾,my_entity
棉花大蓑娥,my_entity
药用植物害虫诃子瘤蛾,my_entity
油菜巴楚菜蝽,my_entity
早熟禾,my_entity
花生缺素症,my_entity
药用植物藜灰斑病,my_entity
蓖麻斑点病,my_entity
桑树蓝尾迷萤叶甲,my_entity
燕麦细菌性条斑病,my_entity
油菜茎象甲,my_entity
红麻根结线虫病,my_entity
大豆顶枯病,my_entity
药用植物西番莲茎腐病,my_entity
麦穗夜峨,my_entity
小麦黄斑叶枯病,my_entity
药用植物马铃薯炭疽病,my_entity
药用植物绿豆叶斑病,my_entity
药用植物害虫斜纹夜娥,my_entity
药用植物山茶花灰霉病,my_entity
药用植物萱草炭疽病,my_entity
桑炭疽病,my_entity
药用植物猕猴桃叶斑病,my_entity
短额负蝗,my_entity
向日葵黑斑病,my_entity
大蒜紫斑病,my_entity
药用植物害虫西瓜虫(鼠妇),my_entity
蓖麻黑斑病,my_entity
虎尾草,my_entity
药用植物葫芦果斑病,my_entity
山苦荬,my_entity
玉米平脐蠕孢茎基腐病,my_entity
油菜黑腐病,my_entity
药用植物山药镰孢褐腐病,my_entity
高粱炭疽病,my_entity
水稻稻象甲,my_entity
药用植物害虫花蓟马,my_entity
条螟,my_entity
苎麻花叶病,my_entity
甘蔗白螟,my_entity
药用植物三七(田七)炭疽病,my_entity
桑树桑国绿盲蝽,my_entity
腐食酪螨,my_entity
药用植物牛蒡细菌叶斑病,my_entity
燕麦红叶病,my_entity
药用植物害虫梨花网蝽,my_entity
药用植物害虫吹绵蚧,my_entity
棉花土耳其斯坦叶螨,my_entity
高粱链格孢叶斑病,my_entity
粟(谷子)锈病,my_entity
甜菜大龟甲,my_entity
药用植物稠李红点病,my_entity
药用植物芦竹锈病,my_entity
马铃薯小叶病,my_entity
豆类豆叶东潜蝇,my_entity
鳢肠,my_entity
药用植物害虫枸杞蚜虫,my_entity
桑树桑叶蝉,my_entity
药用植物狗尾草叶斑病,my_entity
茶树长白盾蚧,my_entity
玉米叶斑病,my_entity
茶树冻害,my_entity
玉米象,my_entity
药用植物害虫绿盲蝽,my_entity
刺儿菜,my_entity
烟草胞囊线虫病,my_entity
烟草霜霉病,my_entity
水稻稻黑蝽,my_entity
药用植物珍珠梅褐斑病,my_entity
麦茎蜂,my_entity
药用植物害虫榆毒蛾,my_entity
棉花棉叶蝉,my_entity
玉米叶鞘紫班病,my_entity
小麦黑节病,my_entity
高粱苗枯病,my_entity
防治药物,my_entity
药用植物害虫桃蚜,my_entity
水稻稻褐飞虱,my_entity
芝麻立枯病,my_entity
油菜甜菜夜蛾,my_entity
烟草蛙眼病,my_entity
红麻炭疽病,my_entity
豆类豆田斜纹夜峨,my_entity
大豆胞囊线虫病,my_entity
药用植物害虫黄栀子灰蝶,my_entity
马铃薯晚疫病,my_entity
药用植物杨梅癌肿病,my_entity
水稻电光叶蝉,my_entity
麻田亚洲玉米螟,my_entity
绿豆轮纹病,my_entity
药用植物凤仙花白粉病,my_entity
药用植物害虫豆秆果潜蝇,my_entity
药用植物槐树白粉病,my_entity
桑树美国白峨,my_entity
桑树桑吸浆虫(桑瘿蚊),my_entity
药用植物害虫绣线菊蚜,my_entity
茶树矢尖蚧,my_entity
苍耳,my_entity
甘蔗赤腐病,my_entity
油菜白锈病,my_entity
药用植物金银花(忍冬）白粉病,my_entity
花生条纹病毒病,my_entity
烟草环斑病毒病,my_entity
药用植物白芍叶霉病,my_entity
水稻周斑水虹,my_entity
茶树芽枯病,my_entity
水稻矮缩病,my_entity
黄麻黑点炭疽病,my_entity
麦二叉蚜,my_entity
棉花棉大卷叶螟,my_entity
药用植物害虫枸杞负泥虫,my_entity
茶树茶角胸叶甲,my_entity
药用植物藜叶斑病,my_entity
大豆紫斑病,my_entity
小麦白秆病,my_entity
水稻干尖线虫病,my_entity
马铃薯灰霉病,my_entity
甘薯白羽蛾,my_entity
药用植物栝楼、瓜萎白粉病,my_entity
桃蛀螟,my_entity
药用植物牛蒡白粉病,my_entity
水稻稻瘿蚊,my_entity
药用植物牛蒡黑斑病,my_entity
猪毛菜,my_entity
药用植物蜀葵灰斑病,my_entity
棉花药害,my_entity
药用植物佛手菌核病,my_entity
水稻长腿水叶甲,my_entity
棉花棉田花蓟马,my_entity
茶红锈藻病,my_entity
?药用植物田旋花白粉病,my_entity
亮蓟马(黄蓟马),my_entity
木薯细菌性枯萎病,my_entity
豆类丝大蓟马,my_entity
粟(谷子)灰斑病,my_entity
粟(谷子)粒线虫病,my_entity
药用植物款冬白绢病,my_entity
药用莱菔花叶病毒病,my_entity
紫斑谷螟,my_entity
油菜高温障碍,my_entity
烟草低头黑病,my_entity
玉米高温干旱,my_entity
芝麻田烟盲蝽,my_entity
药用植物三七(田七)镰刀菌根腐病,my_entity
烟草青枯病,my_entity
台湾黄霉娥,my_entity
棉花棉铃黑果病,my_entity
桑树红棕灰夜蛾,my_entity
烟草菌核病,my_entity
玉米叶夜蛾(甜菜夜蛾),my_entity
马铃薯病毒病,my_entity
小麦粒瘿线虫病,my_entity
水稻恶苗病,my_entity
油菜立枯病,my_entity
大豆枯萎病,my_entity
大麦细菌条斑病,my_entity
花生根腐病,my_entity
子午沙鼠,my_entity
茶褐色叶斑病,my_entity
油菜西瓜虫,my_entity
甜菜象甲,my_entity
粟(谷子)细菌性条斑病,my_entity
豆类筛豆龟蝽,my_entity
水稻稻金翅夜蛾,my_entity
绵毛酸模叶蓼,my_entity
水稻灰飞虱,my_entity
粟缘蝽,my_entity
苎麻黄蛱蝶,my_entity
粟麦蛾,my_entity
棉花红粉病,my_entity
药用植物胡椒镰刀菌枯萎病,my_entity
高粱细菌性红条病,my_entity
药用植物烟草黑胫病,my_entity
黄麻夜蛾,my_entity
油菜菜娥,my_entity
酸模叶蓼,my_entity
桑树桑叶螨,my_entity
桑树芽枯病,my_entity
茶树茶芽瘿蚊,my_entity
玉米涝害,my_entity
高粱镶刀菌穗腐病,my_entity
药用植物害虫葱蓟马,my_entity
药用植物菊花叶斑病,my_entity
烟草黑斑病,my_entity
茶赤叶斑病,my_entity
药用植物山药镰刀茵枯萎病,my_entity
大粟鳃金龟,my_entity
芝麻红色根腐病,my_entity
药用植物害虫银纹夜蛾,my_entity
药用植物害虫红花实蝇,my_entity
水稻二化螟,my_entity
燕麦胞囊线虫病,my_entity
豌豆细菌性叶斑病,my_entity
水稻稻绿蝽,my_entity
芝麻叶枯病,my_entity
芝麻田棉铃虫,my_entity
水稻白叶枯病,my_entity
油菜菟丝子为害油菜,my_entity
药用植物山药斑枯病,my_entity
棉花大青叶蝉,my_entity
播娘篙,my_entity
豆类大豆食心虫,my_entity
高粱育霉颖枯病,my_entity
向日葵白星花金龟,my_entity
蚕豆(BBSV)染色病毒病,my_entity
茶树茶黑毒蛾,my_entity
石竹,my_entity
玉米眼斑病,my_entity
芝麻叶斑病,my_entity
药用植物油茶煤污病,my_entity
药用植物害虫豌豆彩潜蝇,my_entity
水稻中华稻蝗,my_entity
玉米白化苗和黄绿苗,my_entity
荞麦白霉病,my_entity
药用植物向日葵霜霉病,my_entity
棉花烟粉虱,my_entity
马铃薯缺素症,my_entity
药用植物女贞叶斑病,my_entity
油菜银纹夜蛾,my_entity
棉花二斑叶螨,my_entity
甘蔗黄螟,my_entity
油菜(瓜果腐霉)猝倒病,my_entity
茶树茶小卷叶蛾,my_entity
棉花轮纹病,my_entity
烟草白绢病,my_entity
?茶树茶橙瘿螨,my_entity
药用植物峨眉蔷薇白粉病,my_entity
豚草,my_entity
蚕豆锈病,my_entity
药用植物西番莲黑斑病,my_entity
芝麻疫病,my_entity
油菜黄曲条跳甲和土库曼跳甲,my_entity
麦蛾,my_entity
灰飞虱,my_entity
小麦禾谷胞囊线虫病,my_entity
桑树桑毛虫,my_entity
甘蔗灰粉蚧,my_entity
药用植物榆树炭疽病,my_entity
豆类双斑萤叶甲,my_entity
大豆炭疽病,my_entity
小麦细菌性条斑病,my_entity
药用植物害虫罗宾根蜗(刺足根蜗),my_entity
油菜东方油菜叶甲,my_entity
茄二十八星瓢虫,my_entity
麻田苜蓿夜蛾,my_entity
茶树侧多食跗线螨,my_entity
药用植物三七叶腐病,my_entity
桑树桑园黑绒金龟和铜绿金龟,my_entity
雨久花,my_entity
高粱舟娥,my_entity
麦秆蝇,my_entity
茶树茶园金龟甲,my_entity
烟草烟田斑须蝽,my_entity
双斑大蟋,my_entity
药用植物苦菜锈病,my_entity
?药用植物芦笋茎腐病,my_entity
大麦网斑病,my_entity
大豆荚枯病,my_entity
水稻芋蝗,my_entity
水稻台湾稻螟,my_entity
芝麻田甜菜夜蛾,my_entity
扁秆草,my_entity
甘薯蚁象甲,my_entity
油菜蚤跳甲,my_entity
药用植物补骨脂变叶病,my_entity
玉米穗发芽,my_entity
药用植物菱角白绢病,my_entity
棉花棉苗炭疽病,my_entity
药用植物百合叶尖干枯病,my_entity
小麦湿害,my_entity
棉花棉田黄蓟马,my_entity
甘蔗黄斑病,my_entity
豌豆锈病,my_entity
欧洲玉米螟,my_entity
烟草根黑腐病,my_entity
小白纹毒蛾,my_entity
桑树桑园黄卷叶蛾,my_entity
苎麻角斑病,my_entity
小麦黑颖病,my_entity
甜菜肖藜泉蝇,my_entity
药用植物菟丝子为害藜,my_entity
药用植物害虫番茄斑潜蝇,my_entity
粟灰螟,my_entity
药用植物桃南瓜(金瓜)曲霉病,my_entity
芝麻黄花叶病,my_entity
药用植物害虫红花指管蚜,my_entity
芝麻黑斑病,my_entity
棉花棉田甜菜夜娥,my_entity
亚麻、胡麻白粉病,my_entity
药用植物薄荷斑枯病,my_entity
苘麻,my_entity
高粱顶腐病,my_entity
条沙叶蝉,my_entity
药用菊花白粉病,my_entity
茶树地衣和苔藓,my_entity
水稻稻粒黑粉病,my_entity
药用植物黄柏、黄皮树褐斑病,my_entity
大麦黄花叶病,my_entity
粟(谷子)缺素症,my_entity
药用植物麦角,my_entity
高粱球腔菌叶斑病,my_entity
水稻谷枯病,my_entity
甜菜白粉病,my_entity
药用植物肉豆蔻穿孔病,my_entity
车前,my_entity
油菜菜叶蜂,my_entity
棉花棉铃曲霉病,my_entity
棉花花叶病毒病,my_entity
大仓鼠,my_entity
玉米锈病,my_entity
玉米铁甲,my_entity
药用植物落葵紫斑病,my_entity
药用植物魔芋白绢病,my_entity
药用植物害虫野蛹蝓和同型巴蜗牛,my_entity
甘蔗台湾蝼蛄,my_entity
药用植物杜鹃饼病,my_entity
药用植物莴苣小核盘菌软腐病,my_entity
药用植物害虫柑桔全爪螨,my_entity
药用植物牡丹(牡丹皮)白粉病,my_entity
桑树桑象甲,my_entity
花生蚜,my_entity
甘薯跳盲蝽,my_entity
榆四脉绵蚜(高粱根蚜),my_entity
豆荚斑螟,my_entity
药用植物害虫豆灰蝶,my_entity
桑树桑粉虱,my_entity
马铃薯茎线虫病,my_entity
棉花同型巴蜗牛,my_entity
马铃薯金线虫病,my_entity
小麦混杂退化,my_entity
燕麦叶枯病,my_entity
烟草烟粉虱,my_entity
药用植物害虫大螟,my_entity
蚕豆茎疫病,my_entity
病原学名,my_entity
药用植物银杏褐斑病,my_entity
甘薯黑疤病,my_entity
甘蔗眼斑病,my_entity
药用向日葵列当,my_entity
向日葵细菌性茎腐病,my_entity
白昌灯峨,my_entity
水稻稻巢螟,my_entity
茶树缺素症,my_entity
属科,my_entity
甘蔗梢腐病,my_entity
药用植物害虫棉小造桥虫,my_entity
豆类焰夜蛾,my_entity
花生炭疽病,my_entity
高粱叶点病,my_entity
药用植物姜眼斑病,my_entity
水稻菲岛毛眼水蝇,my_entity
小麦纹枯病,my_entity
棉花棉茎枯病,my_entity
芝麻鬼脸天蛾,my_entity
玉米遗传性条纹,my_entity
稀点昌灯峨,my_entity
截形叶螨,my_entity
药用植物太子参花叶病,my_entity
棉花棉铃虫,my_entity
油菜萝卜地种蝇,my_entity
茶树双线盗毒蛾,my_entity
龟背天牛,my_entity
水稻大绿蝽,my_entity
棉花棉田斜纹夜蛾,my_entity
药用植物佛手炭疽病,my_entity
药用植物泡桐丛枝病,my_entity
褐纹金针虫,my_entity
水稻叶鞘网斑病,my_entity
玉米小斑病,my_entity
药用植物薏苡黑穗病,my_entity
高粱花叶病,my_entity
药用植物山药薯蓣色链隔孢褐斑病,my_entity
马铃薯鳃金龟(东亚亚种),my_entity
荞麦黑斑病,my_entity
高粱丝黑穗病,my_entity
药用植物枣疯病,my_entity
水稻稻直鬃蓟马(稻蓟马),my_entity
麦茎谷峨,my_entity
花生丝枝病,my_entity
黍蚜,my_entity
芦苇,my_entity
茶树肾毒蛾,my_entity
药用植物害虫草地螟,my_entity
药用植物万年青炭疽病,my_entity
高梁穗隐斑螟,my_entity
米象,my_entity
水稻稻水螟,my_entity
药用植物小茴香灰斑病,my_entity
桑树桑园斜纹夜蛾,my_entity
谷鳞斑叶甲,my_entity
麦双尾蚜,my_entity
药用植物龙眼、荔枝鬼帚病,my_entity
茶树丽绿刺蛾,my_entity
荞麦钩翅娥,my_entity
药用植物百合疫病,my_entity
甘薯肖叶甲指名亚种(麦颈叶甲),my_entity
麦田斑须蝽,my_entity
药用植物西瓜(西瓜翠)疫病,my_entity
茶树大蓑蛾,my_entity
黄地老虎,my_entity
茶树日本蜡蚧,my_entity
药用植物害虫大蓑蛾,my_entity
药用植物牡丹(牡丹皮)灰霉病,my_entity
药用植物薄荷灰斑病,my_entity
玉米倒伏,my_entity
别名,my_entity
麦水蝇,my_entity
甘蔗蓟马,my_entity
药用植物害虫蔷薇切叶蜂,my_entity
茶树茶尺蠖,my_entity
药用植物害虫网目拟地甲,my_entity
水稻稻简管蓟马,my_entity
药用植物人参斑枯病,my_entity
苎麻夜蛾,my_entity
粟(谷子)叶斑病,my_entity
牧草盲蝽,my_entity
烟草根结线虫病,my_entity
黍、稷(糜子)纹枯病,my_entity
绿豆炭疽病,my_entity
药用植物蕺菜白绢病,my_entity
茶树膏药病,my_entity
高粱干旱,my_entity
油菜根肿病,my_entity
东方蝼蛄,my_entity
水稻稻潜叶蝇,my_entity
马齿苋,my_entity
燕麦散黑穗病,my_entity
檀香煤病,my_entity
桑赤锈病,my_entity
药用植物板蓝根霜霉病,my_entity
花生芽枯病毒病,my_entity
药用植物裂叶牵牛白锈病,my_entity
二星蝽,my_entity
水稻稻田粘虫,my_entity
茶树折带黄毒蛾,my_entity
豆类豆天蛾,my_entity
药用菊花菌核病,my_entity
同型巴蜗牛,my_entity
油菜露尾甲,my_entity
药用植物山楂、野山楂白粉病,my_entity
茶树茶网蝽,my_entity
烟草马铃薯Y病毒病,my_entity
药用植物小茴香软腐病,my_entity
麻田绿盲蝽,my_entity
药用植物薄荷茎枯病,my_entity
药用植物害虫白星花金龟,my_entity
荩草,my_entity
药用植物害虫中华锯花天牛,my_entity
玉米灰葡萄孢穗腐病,my_entity
油菜菜蝽和云南菜蝽,my_entity
温室白粉虱,my_entity
药用植物小檗白粉病,my_entity
麻秆野螟,my_entity
甘蔗红粉蚧,my_entity
水稻小绿叶蝉,my_entity
豌豆芽枯病,my_entity
花生田茶黄硬蓟马,my_entity
茶树星天牛,my_entity
药用植物菊苣软腐病,my_entity
玉米全蚀病,my_entity
茶红根腐病,my_entity
药用植物害虫柳蝙蛾,my_entity
药用植物夹竹桃褐斑病,my_entity
?药用植物咖啡褐斑病,my_entity
向日葵桃蛀螟,my_entity
玉米黑病病,my_entity
药用植物枸杞根腐病,my_entity
桑树桑小灰象虫,my_entity
豆类豆叶螨,my_entity
水稻稻眼蝶,my_entity
高粱长粒黑稿病,my_entity
谷蠹,my_entity
茶树茶长卷叶蛾,my_entity
药用植物害虫紫薇绒蚧,my_entity
甘薯天蛾,my_entity
药用植物芡黑斑病,my_entity
小麦褐斑病,my_entity
二斑叶螨,my_entity
小麦散黑穗病,my_entity
画眉草,my_entity
桑树低温障碍,my_entity
药用植物害虫姜弄蝶,my_entity
药用植物鸡冠花(青葙子)叶斑病,my_entity
油菜新疆菜蝽,my_entity
野燕麦,my_entity
药用植物牛膝白锈病,my_entity
茶树茶丽绞象甲,my_entity
烟草烟田斜纹夜蛾,my_entity
烟草破烂叶斑病,my_entity
啤酒花霜霉病,my_entity
豌豆(BBWV)病毒病,my_entity
蓖麻夜蛾,my_entity
球穗扁莎草,my_entity
药用植物白术根腐病,my_entity
空心莲子草,my_entity
桑丝叶病毒病,my_entity
茶树红蜡阶,my_entity
药用植物害虫烟蓟马,my_entity
药用植物害虫花弄蝶,my_entity
茶树茶园咖啡木囊蛾,my_entity
茶树枝梢黑点病,my_entity
水稻大螟,my_entity
甜菜褐斑病,my_entity
药用植物害虫温室白粉虱,my_entity
水稻端大蓟马,my_entity
药用植物害虫亚洲玉米螟,my_entity
粟(谷子)胡府斑病,my_entity
花生普通花叶病,my_entity
药用植物丝瓜轮纹斑病,my_entity
粟(谷子)假黑斑病,my_entity
药用植物菊花白绢病,my_entity
药用植物害虫玉带凤蝶,my_entity
药用植物害虫朱砂叶螨,my_entity
药用植物害虫樗蚕蛾,my_entity
药用植物苦瓜白粉病,my_entity
苎麻赤蛱蝶,my_entity
农作物病虫的天敌,my_entity
茶树茶蓑蛾,my_entity
棉花缺素症,my_entity
麻灰巴蜗牛,my_entity
水稻云形病,my_entity
药用植物柿圆斑病,my_entity
小麦鸟害,my_entity
?药用植物芦苇(芦根)锈病,my_entity
芝麻田蚜虫,my_entity
水稻白绢病,my_entity
花生田棉铃虫,my_entity
甘蔗花叶病,my_entity
向日葵缺素症,my_entity
芝麻花叶病,my_entity
